,ID in Cut,Num,Name,RA,Dec,Mv,MJD,FrameIDs,X,Y,Flux,Flux Error,COM Flux,COM Flux Error,COM X,COM Y
2814,35203,5254,Ulysses,355.5096603240264,-34.73078617800414,16.3,59094.91176867002,1026.0,211,18,35.85693786441096,5.64725748693684,56.82614012715209,10.15251918539504,211.4846103606347,16.973545253844744
2815,35278,5254,Ulysses,355.4399158501226,-34.76193447798455,16.3,59095.43259933472,1101.0,200,17,37.1511708625478,7.40352258448079,56.8139122007279,12.90285175557482,199.7883018502013,16.012808830607412
2816,29574,5254,Ulysses,353.1263807360227,-35.47363756810021,16.3,59111.619831378375,3275.0,349,32,23.638903600548705,1.4335960716013598,56.80991553218981,3.0605798039132663,350.2805532745616,31.885486975055183
2817,29155,5254,Ulysses,353.5507971595688,-35.38971707792379,16.2,59108.57130372356,2836.0,412,22,27.28553146815328,1.4436499834841674,56.78952605569522,12.31566362390461,413.21731743176895,21.64208566531489
2818,35617,5254,Ulysses,355.1157500415453,-34.90310565057092,16.3,59097.8770272372,1453.0,147,13,26.8059540204982,3.454561108871693,56.76882415862636,5.059474459230204,146.19742618963303,11.86653640742002
2819,34956,5254,Ulysses,355.74438891835143,-34.62341084442844,16.3,59093.16871950459,779.0,250,21,46.13471664785575,5.32133502415873,56.76237634902867,6.539120665061798,250.3133887683954,20.429565291597644
2820,29259,5254,Ulysses,353.44816516691026,-35.411173455775895,16.2,59109.29350706677,2940.0,397,24,38.519417090517344,2.99125079746228,56.75970628968111,4.244218590461886,397.9152812426887,23.94247491860281
2821,18173,5254,Ulysses,355.0222682019396,-34.943209120681566,16.3,59098.59175007294,1556.0,392,6,9.25552959392204,0.2336799620028169,56.75621521621184,3.9142647485992974,392.8495342854209,4.654852910383863
2822,35032,5254,Ulysses,355.6731043125097,-34.65646427978753,16.3,59093.69649577951,855.0,238,20,40.0190097319839,7.358813358490567,56.75000453665514,11.826059200335912,238.7207130658536,19.37066300572038
2823,21290,5254,Ulysses,354.2513312680619,-35.22113061738452,16.2,59103.84863886449,2160.0,6,3,28.46456320021941,4.942668685944855,56.74507098145463,11.756017343446912,4.824806359282004,2.468552980694405
2824,29236,5254,Ulysses,353.47077181300773,-35.40650686650186,16.2,59109.13378907302,2917.0,400,24,24.70336711176597,3.143297716518033,56.73396806265902,9.609631527367382,401.2188908144621,23.56112477472624
2825,34859,5254,Ulysses,355.8356435540823,-34.58051974847762,16.3,59092.49510974574,682.0,265,23,30.74650340748826,6.209773242631321,56.73247976880084,14.539221548228038,265.9900334452008,22.14602939899383
2826,28902,5254,Ulysses,353.8093243966823,-35.33212205113197,16.2,59106.78662531562,2583.0,451,17,33.992532483408084,5.301506414126548,56.72303057907125,8.67286678253218,452.0671767583975,16.518777278082126
2827,35030,5254,Ulysses,355.6749796074617,-34.655596057244644,16.3,59093.68260693486,853.0,239,20,48.79195503357538,11.340162143734206,56.71567086988345,12.580382680118658,239.09916886337675,19.3158415709611
2828,34948,5254,Ulysses,355.7519081129089,-34.61989097650116,16.3,59093.11316408502,771.0,251,21,40.14021630886111,2.839307573457003,56.703932841984575,4.398409562213341,251.80391198674783,20.5472028948266
2829,35014,5254,Ulysses,355.6899819681484,-34.64865027640626,16.3,59093.571496169774,837.0,241,20,48.48881499041323,9.636044942572076,56.69989087864808,9.95570917699158,241.57335938789788,19.60237915883924
2830,18313,5254,Ulysses,354.8961836979378,-34.99774702016027,16.3,59099.56396381566,1696.0,413,7,8.891901022851844,0.6174504221620899,56.688500360690256,2.8408213946784,413.7902298702383,5.589215123697449
2831,28901,5254,Ulysses,353.81034112646256,-35.33188741153784,16.2,59106.779681033,2582.0,451,16,28.62640746094513,3.645038242578474,56.685725855266575,9.640783816742289,452.2101440049569,16.347781912119267
2832,35115,5254,Ulysses,355.595457985318,-34.69202884528448,16.3,59094.27288259532,938.0,225,19,41.7534564130363,5.499315405008629,56.67791695329081,3.8042917366777056,225.5960451109732,18.32324565222091
2833,34347,5254,Ulysses,356.3390841795164,-34.332635174388194,16.3,59088.84232659172,157.0,351,33,44.15420001634175,8.277160595854616,56.67280568780059,11.006182151408018,351.5552768608235,32.33288381817389
2834,29241,5254,Ulysses,353.4658439338466,-35.4075326110267,16.2,59109.168510378586,2922.0,400,24,44.03780281686827,6.680830216579614,56.670409150101634,8.406932797085982,400.6604563189564,23.46738502542431
2835,35880,5254,Ulysses,354.7354753554261,-35.068983357690314,16.2,59100.77978333294,1858.0,84,8,21.54137978391772,1.7906232869738987,56.64599739279721,5.297728284542677,83.4873093248234,6.779917244485777
2836,34767,5254,Ulysses,355.9224805531417,-34.53914656331628,16.3,59091.85622153087,590.0,280,24,45.99546905228192,10.23306853311864,56.63094221017867,12.051997730429646,280.7215030286758,23.589197116652308
2837,34844,5254,Ulysses,355.8497778218311,-34.573829827599255,16.3,59092.39094322975,667.0,268,23,46.63114649535552,10.843278955813494,56.60808182947096,12.860166666010889,268.3686219469165,22.3898430885288
